City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,inirida,3.8653,-67.9239,28.31,82,62,0.51,CO,1688843482
286,lata,40.1629,-8.3327,21.71,53,1,3.46,PT,1688843483
287,alta,69.9689,23.2717,15.59,67,51,0.0,NO,1688843483
288,vernon,50.2581,-119.2691,31.07,27,4,0.45,CA,1688843410
289,boldesti-scaeni,45.0333,26.0333,21.94,88,97,1.85,RO,1688843484
290,pishva,35.308,51.7267,32.79,16,7,5.65,IR,1688843484
291,cabo san lucas,22.8909,-109.9124,35.9,55,0,5.14,MX,1688843485
292,kristiansund,63.1115,7.732,19.03,72,0,5.14,NO,1688843485
293,vallegrande,-18.4897,-64.1069,21.52,48,7,4.01,BO,1688843477
294,constantia,44.1833,28.65,18.38,69,100,12.17,RO,1688843485
295,olinda,-8.0089,-34.8553,26.85,83,40,2.06,BR,1688843486
296,mariental,-24.6333,17.9667,13.84,43,0,5.59,NA,1688843486
297,geraldton,-28.7667,114.6,8.23,93,0,4.63,AU,1688843486
298,tchollire,8.4022,14.1698,25.31,72,77,1.59,CM,1688843487
299,kingston,17.997,-76.7936,32.91,68,9,1.34,JM,1688843400
300,camayenne,9.535,-13.6878,27.08,75,100,3.88,GN,1688843487
301,puerto real,36.5282,-6.1901,30.34,69,0,6.17,ES,1688843487
302,saint-philippe,-21.3585,55.7679,20.77,78,62,4.74,RE,1688843488
303,chulakkurgan,43.765,69.1814,25.71,31,10,1.54,KZ,1688843488
304,hainburg an der donau,48.1463,16.945,26.36,55,100,3.11,AT,1688843488
305,puerto baquerizo moreno,-0.9,-89.6,25.27,75,45,6.78,EC,1688843489
306,sechura,-5.5569,-80.8222,27.45,58,55,4.05,PE,1688843489
307,lamu,-2.2717,40.902,25.12,83,29,7.05,KE,1688843489
308,sisimiut,66.9395,-53.6735,11.0,79,100,1.9,GL,1688843489
309,abbeville,50.1,1.8333,20.98,97,100,2.24,FR,1688843351
310,laojunmiao,39.8333,97.7333,23.18,23,30,2.85,CN,1688843490
311,new plymouth,-39.0667,174.0833,13.23,91,100,3.09,NZ,1688843366
312,flying fish cove,-10.4217,105.6791,24.82,88,100,4.63,CX,1688843490
313,bovril,-31.3431,-59.4451,17.17,79,100,3.2,AR,1688843491
314,nanao,37.05,136.9667,22.99,98,100,3.53,JP,1688843491
315,gebeit,21.0667,36.3167,31.07,31,5,2.07,SD,1688843491
316,sitka,57.0531,-135.33,16.94,67,0,7.72,US,1688843492
317,esfarayen,37.0765,57.5101,24.68,19,0,2.79,IR,1688843492
318,susuman,62.7833,148.1667,14.5,70,100,4.72,RU,1688843492
319,cidreira,-30.1811,-50.2056,16.46,86,100,4.29,BR,1688843492
320,sao vicente,-23.9631,-46.3919,30.1,63,99,4.44,BR,1688843492
321,vanimo,-2.6741,141.3028,24.17,92,100,2.0,PG,1688843493
322,kone,-21.0595,164.8658,18.18,93,77,1.21,NC,1688843493
323,manta,-0.95,-80.7333,26.67,78,97,8.05,EC,1688843251
324,tangalle,6.024,80.7911,29.09,84,30,4.75,LK,1688843493
325,opuwo,-18.0607,13.84,18.12,27,0,3.63,NA,1688843494
326,kerikeri,-35.2268,173.9474,12.73,94,100,0.89,NZ,1688843494
327,saint-felicien,48.6501,-72.4491,27.28,60,100,2.15,CA,1688843494
328,ribadesella,43.4614,-5.0596,21.08,87,80,2.57,ES,1688843494
329,diawara,15.022,-12.5437,37.0,34,11,2.89,SN,1688843494
330,mahajanga,-15.7167,46.3167,24.15,50,33,5.75,MG,1688843495
331,gillette,44.2911,-105.5022,23.51,47,20,5.14,US,1688843304
332,westhill,57.1526,-2.2797,18.01,85,20,5.66,GB,1688843495
333,vieste,41.8825,16.175,24.42,52,0,3.61,IT,1688843495
334,dunedin,-45.8742,170.5036,9.33,93,100,1.34,NZ,1688843496
335,atar,20.5169,-13.0499,40.9,11,7,7.1,MR,1688843496
336,sumbawanga,-7.9667,31.6167,13.55,56,1,0.63,TZ,1688843496
337,apolinario saravia,-24.4328,-63.9954,19.09,67,100,2.54,AR,1688843496
338,erenhot,43.6475,111.9767,20.73,49,3,2.05,CN,1688843496
339,callao,-12.0667,-77.15,23.16,60,0,7.72,PE,1688843497
340,hadibu,12.65,54.0333,25.87,71,51,7.46,YE,1688843497
341,gorontalo,0.5412,123.0595,23.6,91,67,0.85,ID,1688843497
342,radhanpur,23.8333,71.6,28.91,81,100,8.23,IN,1688843497
343,laiyang,36.9758,120.7136,23.65,98,22,1.74,CN,1688843497
344,masterton,-40.9597,175.6575,9.94,98,100,2.59,NZ,1688843498
345,kurumkan,54.3,110.3,17.21,84,100,1.3,RU,1688843498
346,prainha,-1.8,-53.48,31.52,50,89,2.39,BR,1688843410
347,manokwari,-0.8667,134.0833,24.31,93,100,1.33,ID,1688843498
348,coahuayana de hidalgo,18.7,-103.6583,24.58,95,100,1.7,MX,1688843499
349,natal,-5.795,-35.2094,28.36,74,75,5.66,BR,1688843325
350,harstad,68.799,16.5293,12.66,100,100,2.68,NO,1688843499
351,noosa heads,-26.3833,153.15,7.28,61,6,3.38,AU,1688843499
352,songea,-10.6833,35.65,18.26,49,100,1.37,TZ,1688843499
353,shimoda,34.6667,138.95,25.61,95,100,8.73,JP,1688843500
354,khanpur,28.6453,70.6567,31.59,58,10,1.64,PK,1688843500
355,hasaki,35.7333,140.8333,27.22,88,100,8.57,JP,1688843500
356,berezovyy,51.6667,135.7,18.13,91,27,0.7,RU,1688843500
357,gao,16.6362,1.637,35.63,25,80,8.79,ML,1688843500
358,slavyanka,42.8633,131.3847,17.66,98,73,1.57,RU,1688843501
359,plastun,44.7561,136.2939,18.78,85,12,2.04,RU,1688843501
360,al jaradiyah,16.5795,42.9124,33.5,49,100,2.94,SA,1688843501
361,caconda,-13.7333,15.0667,15.03,27,5,1.24,AO,1688843501
362,aginskoye,51.1,114.53,14.76,94,84,2.43,RU,1688843502
363,maridi,4.9158,29.4742,19.25,94,7,0.94,SS,1688843502
364,stony plain,53.5334,-114.0021,25.79,51,0,1.54,CA,1688843502
365,ubari,26.5921,12.7805,32.48,16,1,6.62,LY,1688843502
366,bethanie,-26.4833,17.15,7.94,59,0,4.89,NA,1688843502
367,sur,22.5667,59.5289,32.16,60,100,5.65,OM,1688843503
368,hot springs village,34.6655,-93.01,27.14,73,100,0.45,US,1688843503
369,guerrero negro,27.9769,-114.0611,21.65,60,6,7.39,MX,1688843503
370,toamasina,-18.1667,49.3833,21.0,94,40,2.06,MG,1688843503
371,taoudenni,22.6783,-3.9836,44.39,8,0,3.44,ML,1688843504
372,kuala tungkal,-0.8167,103.4667,24.82,91,51,2.7,ID,1688843504
373,east london,-33.0153,27.9116,14.93,62,4,8.19,ZA,1688843504
374,constitucion,-35.3333,-72.4167,11.75,79,100,1.53,CL,1688843457
375,victorias,10.9,123.0778,26.13,84,99,0.76,PH,1688843504
376,chokwe,-24.5333,32.9833,19.75,42,2,3.57,MZ,1688843505
377,siping,43.1633,124.3686,18.13,93,52,2.57,CN,1688843505
378,berezanskaya,45.7056,39.5932,20.53,72,100,1.1,RU,1688843505
379,sarina,-21.4333,149.2167,13.67,43,5,2.9,AU,1688843505
380,ouesso,1.6136,16.0517,24.42,73,96,1.11,CG,1688843505
381,nagqu,31.5,92.0,5.81,87,88,1.77,CN,1688843506
382,kupang,-10.1667,123.5833,23.96,85,40,4.38,ID,1688843469
383,labrador city,52.9463,-66.9114,23.95,41,40,2.57,CA,1688843506
384,knysna,-34.0363,23.0471,10.81,76,78,7.15,ZA,1688843506
385,mejit,10.2753,170.8646,28.07,72,100,9.25,MH,1688843506
386,necochea,-38.5473,-58.7368,7.56,77,100,2.89,AR,1688843507
387,cururupu,-1.8283,-44.8683,29.48,64,48,2.86,BR,1688843503
388,rio grande,-32.035,-52.0986,18.06,82,100,3.77,BR,1688843323
389,ryotsu-minato,38.0833,138.4333,23.59,98,100,4.54,JP,1688843507
390,mecitozu,40.52,35.2953,18.27,82,61,1.67,TR,1688843507
391,amanpur,27.7167,78.75,29.16,74,70,4.82,IN,1688843507
392,kalmunai,7.4167,81.8167,27.05,82,65,0.5,LK,1688843508
393,laascaanood,8.4774,47.3597,27.67,40,7,9.93,SO,1688843508
394,peterhead,57.5058,-1.7981,17.47,85,74,7.72,GB,1688843509
395,breclav,48.759,16.882,26.47,59,24,1.83,CZ,1688843509
396,yangambi,0.8102,24.4336,23.53,75,18,1.42,CD,1688843510
397,parun,35.4207,70.9221,11.16,81,88,1.54,AF,1688843510
398,faya-largeau,17.9257,19.1043,35.67,11,5,4.92,TD,1688843510
399,mamuju,-2.6748,118.8885,24.59,87,33,1.51,ID,1688843510
400,darlington,54.5243,-1.5504,21.35,80,20,3.09,GB,1688843511
401,kasane,-17.8167,25.15,15.27,45,0,3.19,BW,1688843511
402,ujae,8.9322,165.7642,28.33,79,100,6.3,MH,1688843511
403,olhao,37.0286,-7.8411,30.16,52,0,8.75,PT,1688843511
404,kill devil hills,36.0307,-75.676,28.88,73,0,2.57,US,1688843398
405,bangor,54.6534,-5.669,19.16,59,99,4.12,GB,1688843512
406,tbeng meanchey,13.8167,104.9667,24.39,96,21,1.42,KH,1688843512
407,yong peng,2.0136,103.0659,24.59,95,100,0.68,MY,1688843512
408,pudozh,61.8099,36.5345,12.4,98,90,2.13,RU,1688843513
409,plettenberg bay,-34.0527,23.3716,10.82,75,62,8.19,ZA,1688843513
410,manadhoo,5.7667,73.3833,27.97,78,6,4.61,MV,1688843513
411,alice springs,-23.7,133.8833,6.75,81,85,2.66,AU,1688843513
412,tadine,-21.55,167.8833,21.17,68,100,4.38,NC,1688843513
413,waddan,29.1614,16.139,32.64,23,3,6.05,LY,1688843514
414,bennington,42.8781,-73.1968,29.81,70,75,2.06,US,1688843514
415,rongelap,11.1635,166.8941,27.82,80,94,7.14,MH,1688843514
416,marrakesh,31.6315,-8.0083,32.04,35,0,5.66,MA,1688843514
417,touros,-5.1989,-35.4608,26.76,76,23,6.12,BR,1688843427
418,barinas,8.6226,-70.2075,27.84,72,100,2.05,VE,1688843453
419,bandarbeyla,9.4942,50.8122,23.78,84,77,13.86,SO,1688843515
420,dakhla,23.6848,-15.958,23.01,78,0,11.32,EH,1688843515
421,santa catalina,9.3337,122.8637,26.12,85,99,0.79,PH,1688843515
422,sena madureira,-9.0656,-68.6569,33.11,45,21,1.61,BR,1688843516
423,meulaboh,4.1363,96.1285,23.78,95,100,2.46,ID,1688843516
424,aykhal,66.0,111.5,13.99,70,74,2.82,RU,1688843516
425,fauske,67.2588,15.3918,11.64,85,95,1.9,NO,1688843517
426,sos'va,59.1766,61.8558,15.71,81,77,1.81,RU,1688843517
427,coquimbo,-29.9533,-71.3436,15.85,72,0,5.66,CL,1688843517
428,sungam-nodongjagu,41.6697,129.6689,18.61,95,85,0.57,KP,1688843517
429,babu,24.4167,111.5167,25.46,90,91,1.22,CN,1688843517
430,hampton bays,40.869,-72.5176,29.65,80,0,3.6,US,1688843511
431,micheweni,-4.9667,39.8333,23.96,82,60,4.64,TZ,1688843518
432,dergachi,51.2328,48.7659,27.76,40,35,5.31,RU,1688843518
433,tobelo,1.7284,128.0095,26.26,82,100,1.37,ID,1688843518
434,hornsea,53.9104,-0.1681,21.66,89,100,2.06,GB,1688843519
435,beyneu,45.3167,55.2,34.0,16,1,5.94,KZ,1688843519
436,tommot,58.9564,126.2925,10.19,94,0,1.69,RU,1688843519
437,urzhar,47.093,81.6294,20.21,54,94,1.32,KZ,1688843519
438,khorinsk,52.1657,109.7726,15.68,86,100,0.8,RU,1688843520
439,san rafael del sur,11.8485,-86.4384,31.03,61,100,5.08,NI,1688843520
440,ebon,4.582,168.6964,27.87,83,100,8.5,MH,1688843521
441,shingu,33.7333,135.9833,26.52,90,100,4.59,JP,1688843521
442,massawa,15.6097,39.45,34.48,52,100,1.1,ER,1688843522
443,ashland,40.8167,-82.2665,22.98,96,100,4.34,US,1688843302
444,fisterra,42.9049,-9.2629,20.42,78,99,3.76,ES,1688843523
445,palmer,42.1584,-72.3287,32.51,58,40,3.09,US,1688843402
446,tuensang,26.2833,94.8333,22.01,99,100,0.67,IN,1688843523
447,brumadinho,-20.1433,-44.1997,25.74,29,5,3.64,BR,1688843524
448,kunnamkulam,10.65,76.0833,24.73,87,97,1.28,IN,1688843525
449,weno,7.4515,151.8468,26.97,94,100,2.06,FM,1688843525
450,yangshuo,24.7808,110.4897,25.05,94,100,0.93,CN,1688843526
451,port alfred,-33.5906,26.891,12.32,77,33,3.13,ZA,1688843526
452,bontang,0.1333,117.5,24.4,91,54,1.54,ID,1688843527
453,cidade velha,14.9167,-23.6167,29.26,70,20,7.2,CV,1688843527
454,ad dilam,23.9915,47.1627,36.5,8,64,2.38,SA,1688843527
455,hauterive,46.0901,3.4459,29.42,58,88,1.27,FR,1688843527
456,nuuk,64.1835,-51.7216,13.34,62,20,3.09,GL,1688843528
457,san salvador de jujuy,-24.1946,-65.2971,17.74,45,93,3.23,AR,1688843358
458,port blair,11.6667,92.75,27.24,83,100,2.56,IN,1688843528
459,balkanabat,39.5108,54.3671,35.57,12,0,6.56,TM,1688843528
460,dumraon,25.55,84.15,32.78,56,66,3.24,IN,1688843528
461,oliver,49.1831,-119.5524,33.84,23,15,0.79,CA,1688843231
462,saint-pierre,-21.3393,55.4781,20.82,60,0,3.6,RE,1688843529
463,namibe,-15.1961,12.1522,17.97,88,7,2.05,AO,1688843529
464,ridgecrest,35.6225,-117.6709,34.27,15,0,1.54,US,1688843529
465,dul'durga,50.6761,113.5931,14.32,94,100,1.94,RU,1688843530
466,anadyr,64.75,177.4833,10.28,76,75,5.0,RU,1688843530
467,gaspe,48.8334,-64.4819,24.12,73,20,6.17,CA,1688843501
468,winston,28.0317,-82.0148,32.0,78,40,5.14,US,1688843531
469,margate,51.3813,1.3862,24.37,62,53,1.37,GB,1688843532
470,mili,6.0815,171.735,28.2,82,100,9.42,MH,1688843532
471,badagara,11.6,75.5833,25.3,84,100,1.8,IN,1688843532
472,dwarka,22.2394,68.9678,28.26,83,100,6.86,IN,1688843533
473,lapeer,43.0514,-83.3188,23.47,83,100,3.09,US,1688843533
474,beloyarskiy,63.7119,66.6722,11.76,83,74,1.68,RU,1688843533
475,buba,11.5833,-15.0,28.23,77,96,2.4,GW,1688843534
476,pekalongan,-6.8886,109.6753,22.78,86,93,1.35,ID,1688843534
477,kyshtovka,56.555,76.6271,15.08,83,31,3.48,RU,1688843534
478,pandan,14.0453,124.1694,27.48,81,100,2.75,PH,1688843534
479,bandon,51.7469,-8.7425,15.77,81,100,4.94,IE,1688843535
480,bela,25.9333,81.9833,30.75,67,14,3.79,IN,1688843535
481,gornozavodsk,58.3758,58.3211,18.28,78,99,2.46,RU,1688843535
482,orenburg,51.7727,55.0988,25.01,42,71,2.45,RU,1688843536
483,niquelandia,-14.4739,-48.4597,32.25,20,0,2.75,BR,1688843330
484,rudnya,54.947,31.0934,15.66,63,36,3.44,RU,1688843536
485,nizhneangarsk,55.7833,109.55,13.3,80,100,1.47,RU,1688843536
486,egilsstadir,65.2653,-14.3948,19.95,64,40,4.63,IS,1688843537
487,kaiapoi,-43.3783,172.6401,11.71,95,100,1.03,NZ,1688843537
488,bamboo flat,11.7,92.7167,27.22,83,100,2.47,IN,1688843537
489,slaton,33.4373,-101.6435,32.09,37,9,4.78,US,1688843537
490,jumla,29.2747,82.1838,17.54,92,76,1.28,NP,1688843538
491,santa cruz,-17.8,-63.1667,29.01,47,31,6.97,BO,1688843438
492,castillos,-34.1667,-53.8333,13.43,62,3,3.53,UY,1688843538
493,salinopolis,-0.6136,-47.3561,27.44,80,92,4.53,BR,1688843513
494,al ghayzah,16.2079,52.176,29.52,76,100,2.41,YE,1688843539
495,san luis ixcan,15.7872,-91.095,29.43,67,89,1.98,GT,1688843539
496,fort bragg,35.139,-79.006,31.75,71,75,2.57,US,1688843539
497,terrace,54.5163,-128.6035,25.95,53,20,1.54,CA,1688843540
498,auki,-8.7676,160.7034,25.14,90,100,2.15,SB,1688843540
499,monrovia,6.3005,-10.7969,26.87,78,38,3.79,LR,1688843540
500,tromso,69.6496,18.957,11.88,82,75,4.12,NO,1688843541
501,samamiya,11.3487,9.6399,30.66,41,67,2.82,NG,1688843541
502,princeville,45.7668,-61.2985,29.36,61,0,4.12,CA,1688843541
503,yambol,42.4833,26.5,21.14,73,75,2.06,BG,1688843541
504,la sarre,48.8002,-79.1996,23.62,45,17,3.28,CA,1688843538
505,issia,6.4922,-6.5856,23.27,97,25,1.12,CI,1688843541
506,gisborne,-38.6533,178.0042,12.74,96,100,7.07,NZ,1688843284
507,kapchorwa,1.3965,34.4509,12.66,90,37,1.87,UG,1688843542
508,puerto aysen,-45.4,-72.7,4.48,93,100,1.72,CL,1688843542
509,jos,9.9167,8.9,22.17,65,100,1.51,NG,1688843542
510,safford,32.834,-109.7076,39.51,16,0,5.14,US,1688843543
511,pimentel,-6.8367,-79.9342,25.16,73,75,7.72,PE,1688843543
512,tari,12.4086,4.4914,29.95,58,100,4.32,NG,1688843543
513,paita,-5.0892,-81.1144,25.18,69,41,5.74,PE,1688843544
514,yichang,30.7144,111.2847,25.35,86,100,1.59,CN,1688843261
515,villa gesell,-37.2639,-56.973,10.59,61,89,3.77,AR,1688843544
516,port moresby,-9.4431,147.1797,23.41,90,100,2.91,PG,1688843544
517,la paz,-16.5,-68.15,16.88,10,17,2.37,BO,1688843345
518,sibut,5.718,19.0739,23.12,88,100,1.16,CF,1688843545
519,lakatoro,-16.0999,167.4164,23.32,84,76,3.33,VU,1688843545
520,el bauga,18.262,33.9081,35.39,22,54,1.11,SD,1688843545
521,mansa,29.9833,75.3833,25.16,91,100,4.82,IN,1688843545
522,zahedan,29.4963,60.8629,28.95,13,0,3.09,IR,1688843287
523,altai,46.3722,96.2583,15.68,48,100,0.95,MN,1688843546
524,keskin,39.6731,33.6136,19.14,56,98,3.22,TR,1688843546
525,khilok,51.3674,110.4676,13.6,96,98,0.53,RU,1688843546
526,merizo village,13.2658,144.6691,27.31,87,100,7.34,GU,1688843547
527,pangkalanbuun,-2.6833,111.6167,22.61,98,95,1.05,ID,1688843547
528,liwale,-9.7667,37.9333,19.76,72,100,1.3,TZ,1688843547
529,ghat,24.9647,10.1728,33.6,10,0,7.36,LY,1688843547
530,qamdo,31.1667,97.2333,8.18,78,100,0.61,CN,1688843548
531,boguchany,58.3814,97.4531,17.73,69,84,1.85,RU,1688843548
532,addiet canna,11.2667,37.4833,14.38,94,62,1.49,ET,1688843548
533,itamarandiba,-17.8572,-42.8589,26.17,25,7,1.69,BR,1688843549
534,howrah,22.5892,88.3103,29.0,84,40,3.09,IN,1688843549
535,newman,37.3138,-121.0208,28.36,18,0,0.77,US,1688843549
536,queenstown,-31.8976,26.8753,8.62,46,4,5.32,ZA,1688843549
537,point pedro,9.8167,80.2333,27.38,81,78,7.17,LK,1688843550
538,horta,38.5333,-28.6333,22.8,75,20,3.6,PT,1688843550
539,mount isa,-20.7333,139.5,8.87,61,5,1.54,AU,1688843550
540,luderitz,-26.6481,15.1594,13.99,68,0,10.59,NA,1688843551
541,korla,41.7597,86.1469,28.5,29,100,6.07,CN,1688843551
542,carutapera,-1.195,-46.02,26.96,87,2,3.53,BR,1688843551
543,tranbjerg,56.0901,10.1194,21.71,64,2,2.42,DK,1688843551
544,kenai,60.5544,-151.2583,12.05,82,100,7.72,US,1688843552
545,shenjiamen,29.9576,122.298,23.82,96,79,5.58,CN,1688843552
546,jakiri,6.1,10.65,15.86,97,100,0.86,CM,1688843552
547,thaton,16.9206,97.3714,26.69,88,96,0.86,MM,1688843553
548,sessa aurunca,41.2408,13.9328,27.58,64,0,0.59,IT,1688843553
549,remire-montjoly,4.9167,-52.2667,30.02,66,20,4.63,GF,1688843553
550,machico,32.7,-16.7667,24.45,83,40,1.03,PT,1688843554
551,nabire,-3.3667,135.4833,24.08,92,100,1.39,ID,1688843554
552,karaj,35.8355,51.0103,31.29,18,97,4.28,IR,1688843285
553,westport,41.1415,-73.3579,31.08,73,0,5.66,US,1688843555
554,laguna,38.421,-121.4238,26.84,48,0,5.14,US,1688843555
555,caxito,-8.5785,13.6643,19.54,94,6,1.56,AO,1688843555
556,estreito,-5.7833,-43.25,33.16,34,100,2.25,BR,1688843555
557,broken hill,-31.95,141.4333,7.5,84,0,3.74,AU,1688843556
558,nova sintra,14.8667,-24.7167,22.68,85,100,5.99,CV,1688843556
559,sao joao da barra,-21.6403,-41.0511,27.05,60,4,4.29,BR,1688843479
560,nishinoomote,30.7333,131.0,26.96,88,65,2.54,JP,1688843557
561,pisco,-13.7,-76.2167,22.23,68,0,5.66,PE,1688843557
562,corinto,37.9407,22.9573,28.27,51,0,0.57,GR,1688843557
563,verrettes,19.05,-72.4667,34.69,42,0,1.67,HT,1688843557
564,al jawf,29.5,38.75,31.86,17,8,4.23,SA,1688843558
565,tymovskoye,50.8456,142.655,16.05,88,7,1.84,RU,1688843558
566,fort mcmurray,56.7268,-111.381,26.77,41,0,4.63,CA,1688843558
567,cox's bazar,21.4532,91.9798,26.34,91,100,4.32,BD,1688843558
568,maudaha,25.6833,80.1167,30.37,74,26,3.43,IN,1688843559
569,ankazoabo,-22.2833,44.5167,18.93,54,7,2.04,MG,1688843559
570,peace river,56.2501,-117.286,27.17,36,0,3.09,CA,1688843530
571,saudarkrokur,65.7461,-19.6394,16.64,63,17,1.17,IS,1688843559
572,beni,0.5,29.4667,16.82,95,22,0.92,CD,1688843560
573,dingli,35.8614,14.3822,27.67,51,0,2.57,MT,1688843560
